name,system,score,NonEffector.prob,T1SE.prob,T2SE.prob,T3SE.prob,T4SE.prob,T6SE.prob,length
T3SE-NP_251117.1,III,0.9858,0.0014,0.0002,0.0,0.9858,0.0122,0.0003,155
T3SE-NP_251119.1,III,0.9964,0.0021,1e-04,1e-04,0.9964,0.0012,1e-04,81
T3SE-NP_251124.1,III,0.5924,0.1313,0.0016,0.088,0.5924,0.0899,0.0968,181
T3SE-NP_251130.1,III,0.975,0.0213,0.0005,0.0004,0.975,0.0017,0.0011,320
T3SE-NP_251131.1,III,0.6401,0.1004,0.0015,0.0006,0.6401,0.2547,0.0027,291
T3SE-NP_251145.1,III,0.7771,0.1697,0.0039,0.0018,0.7771,0.0428,0.0047,175
T6SE-NP_251147.1,VI,0.9684,0.0146,0.0134,0.0021,0.0003,0.0012,0.9684,326
T6SE-NP_251148.1,VI,0.9382,0.0148,0.0431,0.0029,0.0005,0.0004,0.9382,373
T3SE-NP_251175.1,III,0.9528,0.0232,0.0031,0.0007,0.9528,0.0186,0.0016,92
T3SE-NP_251176.1,III,0.933,0.0228,0.0012,1e-04,0.933,0.0331,0.0098,64
T3SE-NP_251177.1,III,0.9386,0.0292,0.0003,1e-04,0.9386,0.0299,0.0019,90
T3SE-NP_251194.1,III,0.9704,0.0011,0.0043,0.0005,0.9704,0.0029,0.0209,205
T3SE-NP_251209.1,III,0.626,0.3317,0.0012,0.0015,0.626,0.0311,0.0085,318
T3SE-NP_251220.1,III,0.5441,0.4295,0.0024,0.0139,0.5441,0.0007,0.0094,441
T3SE-YP_008719755.1,III,0.8996,0.0076,0.0006,0.0003,0.8996,0.0855,0.0065,76
T3SE-NP_251250.1,III,0.9964,0.0014,1e-04,0.0,0.9964,0.0018,0.0003,95
T3SE-NP_251255.1,III,0.768,0.2067,0.0015,0.0009,0.768,0.0188,0.0041,141
T6SE-NP_251260.1,VI,0.8557,0.0044,0.0693,0.0056,0.0631,0.0018,0.8557,122
T3SE-NP_251292.1,III,0.4825,0.4621,0.0014,0.0037,0.4825,0.0384,0.0118,201
T3SE-NP_251322.1,III,0.9978,0.0002,1e-04,1e-04,0.9978,0.0003,0.0015,206
T2SE-NP_251323.1,II,0.5714,0.2813,0.0056,0.5714,0.0996,0.0065,0.0356,273
T6SE-NP_251351.1,VI,0.9492,0.0059,0.001,0.0005,0.0369,0.0065,0.9492,297
T3SE-NP_251360.1,III,0.5349,0.4418,0.0004,0.0015,0.5349,0.0099,0.0115,328
T6SE-NP_251374.1,VI,0.9977,0.0003,0.0009,1e-04,0.001,0.0,0.9977,1317
T6SE-NP_251375.1,VI,0.9965,0.0026,0.0006,0.0,1e-04,1e-04,0.9965,726
T3SE-NP_251376.1,III,0.4957,0.4865,0.002,0.0012,0.4957,0.005,0.0098,305
T6SE-NP_251385.1,VI,0.3583,0.1906,0.0032,0.0879,0.2687,0.0913,0.3583,367
T6SE-NP_251392.1,VI,0.9777,0.0032,0.0175,0.0002,0.0012,0.0003,0.9777,158
T3SE-NP_251410.1,III,0.9254,0.0586,0.0005,0.0004,0.9254,0.0121,0.0031,212
T3SE-NP_251414.1,III,0.4433,0.1292,0.0003,0.0048,0.4433,0.4191,0.0033,179
T3SE-NP_251419.1,III,0.9099,0.0576,0.0002,0.0004,0.9099,0.0131,0.0187,449
T3SE-NP_251437.1,III,0.862,0.1129,0.0011,0.0003,0.862,0.0164,0.0074,95
T3SE-YP_008719757.1,III,0.9829,0.0012,0.0012,0.0002,0.9829,0.0099,0.0045,77
T3SE-YP_008719758.1,III,0.3826,0.3031,0.0015,0.0005,0.3826,0.2878,0.0246,76
T3SE-NP_251443.1,III,0.9354,0.0246,0.001,1e-04,0.9354,0.0038,0.0351,124
T3SE-YP_008719759.1,III,0.9183,0.0175,0.0026,0.0006,0.9183,0.0157,0.0453,65
T3SE-YP_008719760.1,III,0.9713,0.0221,0.0006,0.0006,0.9713,0.005,0.0005,76
T6SE-NP_251464.1,VI,0.8853,0.0004,0.042,1e-04,0.0721,1e-04,0.8853,195
T3SE-NP_251471.1,III,0.4493,0.1497,1e-04,0.0002,0.4493,0.3976,0.0031,113
T2SE-NP_251473.1,II,0.9816,0.0017,0.0018,0.9816,0.0033,0.0093,0.0023,599
T3SE-NP_251476.1,III,0.7852,0.0546,0.0006,0.0008,0.7852,0.1501,0.0086,155
T2SE-NP_251477.1,II,0.4799,0.3899,0.0065,0.4799,0.0589,0.0539,0.0109,412
T3SE-NP_251489.1,III,0.6154,0.3352,0.0006,0.0004,0.6154,0.0403,0.0081,99
T3SE-NP_251493.1,III,0.9025,0.0782,0.0005,0.0015,0.9025,0.004,0.0132,247
T3SE-NP_251495.1,III,0.8539,0.0461,0.0002,0.0005,0.8539,0.0969,0.0025,87
T3SE-NP_251519.1,III,0.5162,0.3214,0.0014,0.0012,0.5162,0.1413,0.0186,150
T3SE-NP_251523.1,III,0.6149,0.159,0.0016,0.001,0.6149,0.1236,0.0999,148
T3SE-NP_251535.1,III,0.7744,0.0509,0.0008,0.0004,0.7744,0.1668,0.0067,77
T3SE-NP_251550.1,III,0.7576,0.1977,0.0003,0.0002,0.7576,0.0437,0.0004,146
T3SE-NP_251551.1,III,0.5135,0.4341,0.0006,0.001,0.5135,0.0045,0.0463,182
T2SE-NP_251552.1,II,0.9539,0.0104,0.0097,0.9539,0.0011,0.0138,0.0111,311
T6SE-NP_251617.1,VI,0.8485,0.0049,0.0071,0.0037,0.1302,0.0056,0.8485,443
T3SE-NP_251618.1,III,0.8336,0.0026,0.0127,0.0039,0.8336,0.008,0.1392,407
T3SE-NP_251627.1,III,0.9708,0.0037,0.0024,0.0004,0.9708,0.0132,0.0096,102
T2SE-NP_251629.1,II,0.9317,0.0433,0.0093,0.9317,0.001,0.0124,0.0023,536
T3SE-NP_251698.1,III,0.9788,0.0173,0.0004,0.0013,0.9788,0.0012,0.001,161
T3SE-NP_251699.1,III,0.8474,0.1419,0.0004,0.0003,0.8474,0.0043,0.0057,77
T3SE-NP_251700.1,III,0.4909,0.0549,0.001,0.0006,0.4909,0.446,0.0065,172
T3SE-NP_251741.1,III,0.7592,0.2302,0.0004,0.0003,0.7592,0.0011,0.0088,93
T3SE-NP_251742.1,III,0.9471,1e-04,1e-04,0.0,0.9471,0.0526,1e-04,326
T3SE-NP_251781.1,III,0.8632,0.0202,0.0007,0.0002,0.8632,0.1055,0.0102,479
T3SE-NP_251817.1,III,0.5885,0.3375,0.002,0.0012,0.5885,0.0495,0.0212,267
T3SE-NP_251886.1,III,0.6096,0.2228,0.0107,0.0031,0.6096,0.1314,0.0224,176
T3SE-NP_251897.1,III,0.9956,0.0021,1e-04,1e-04,0.9956,0.0007,0.0014,159
T3SE-NP_251950.1,III,0.5413,0.3822,0.0131,0.0023,0.5413,0.0408,0.0203,103
T3SE-NP_251966.1,III,0.3632,0.2389,0.0019,0.0002,0.3632,0.0927,0.3032,140
T6SE-NP_251980.1,VI,0.9982,0.0009,0.0004,1e-04,1e-04,0.0003,0.9982,882
T3SE-NP_251983.1,III,0.8913,0.0479,0.0004,0.0012,0.8913,0.0021,0.0571,271
T6SE-NP_251984.1,VI,0.997,0.0022,0.0006,0.0,1e-04,0.0,0.997,688
T2SE-NP_251986.1,II,0.8131,0.1779,0.0023,0.8131,0.0025,0.0037,0.0006,476
T3SE-NP_251988.1,III,0.6826,0.037,0.0007,0.0002,0.6826,0.2788,0.0007,100
T3SE-NP_251997.1,III,0.9982,0.0003,0.0008,1e-04,0.9982,0.0002,0.0003,102
T2SE-NP_252009.1,II,0.574,0.3413,0.0322,0.574,0.0163,0.0053,0.0309,692
T3SE-NP_252019.1,III,0.864,0.1213,0.0015,0.0011,0.864,0.0066,0.0054,442
T3SE-NP_252025.1,III,0.95,0.0292,0.0013,0.0003,0.95,0.015,0.0041,250
T6SE-NP_252032.1,VI,0.7257,0.1546,0.0035,0.0024,0.1136,0.0003,0.7257,338
T3SE-NP_252041.1,III,0.9936,0.0017,0.0028,0.0015,0.9936,0.0002,0.0003,107
T3SE-NP_252042.1,III,0.7711,0.194,0.0007,0.002,0.7711,0.0295,0.0027,156
T1SE-NP_252051.1,I,0.7727,0.0013,0.7727,0.0369,0.0632,0.002,0.1239,115
T3SE-NP_252058.1,III,0.7491,0.174,0.0006,0.0003,0.7491,0.074,0.0021,221
T3SE-NP_252067.1,III,0.7521,0.0997,0.0086,0.0022,0.7521,0.1099,0.0276,294
T3SE-YP_008719766.1,III,0.9838,0.012,0.0002,1e-04,0.9838,0.0038,1e-04,95
T1SE-NP_252097.1,I,0.992,1e-04,0.992,0.0012,0.006,0.0005,0.0002,205
T6SE-NP_252104.1,VI,0.4578,0.0396,0.0033,0.242,0.2402,0.017,0.4578,194
T3SE-NP_252109.1,III,0.9266,0.0317,0.0003,0.0002,0.9266,0.0378,0.0034,270
T3SE-YP_008719767.1,III,0.8953,0.0132,0.0073,0.0006,0.8953,0.0425,0.0411,112
T3SE-NP_252141.1,III,0.9713,0.0055,0.004,0.0002,0.9713,0.0129,0.0061,69
T3SE-NP_252150.1,III,0.5522,0.3878,0.0022,0.0014,0.5522,0.0534,0.0029,585
T3SE-NP_252153.1,III,0.9432,0.0502,0.001,0.0005,0.9432,0.0026,0.0025,76
T2SE-NP_252154.1,II,0.5907,0.0654,0.0078,0.5907,0.0355,0.0084,0.2921,441
T6SE-NP_252174.1,VI,0.5865,0.0529,0.0858,0.0067,0.2388,0.0292,0.5865,408
T6SE-NP_252176.1,VI,0.9968,0.0021,0.0008,0.0,0.0002,0.0,0.9968,808
T6SE-NP_252177.1,VI,0.9691,0.0132,0.0056,0.0032,0.0083,0.0006,0.9691,1099
T3SE-NP_252191.1,III,0.7496,0.1815,0.0014,0.0002,0.7496,0.0328,0.0345,72
T3SE-NP_252192.1,III,0.4488,0.4385,0.0009,0.0005,0.4488,0.072,0.0392,105
T3SE-NP_252200.1,III,0.5521,0.3314,0.002,0.005,0.5521,0.106,0.0035,176
T3SE-NP_252208.1,III,0.4045,0.3215,0.001,0.0016,0.4045,0.2696,0.0019,328
T3SE-NP_252209.1,III,0.4664,0.1676,0.0007,0.0005,0.4664,0.3632,0.0016,345
T2SE-NP_252216.1,II,0.5722,0.3743,0.0022,0.5722,0.0266,0.0099,0.0149,321
T2SE-NP_252225.1,II,0.5883,0.3284,0.0247,0.5883,0.0153,0.0266,0.0167,995
T3SE-NP_252226.1,III,0.8472,0.1126,0.0005,1e-04,0.8472,0.0394,1e-04,155
T2SE-NP_252234.1,II,0.5321,0.3982,0.0187,0.5321,0.0077,0.0306,0.0127,490
T2SE-NP_252235.1,II,0.5012,0.4023,0.0126,0.5012,0.008,0.0299,0.046,543
T2SE-NP_252237.1,II,0.5189,0.0965,0.0038,0.5189,0.0117,0.1994,0.1696,367
T3SE-NP_252262.1,III,0.9736,0.0164,0.0005,0.0003,0.9736,0.0012,0.0079,58
T2SE-NP_252276.1,II,0.5932,0.1779,0.0093,0.5932,0.1494,0.007,0.0631,328
T2SE-NP_252309.1,II,0.8184,0.1075,0.0017,0.8184,0.0606,0.0069,0.0047,335
T3SE-NP_252374.1,III,0.9989,0.0,0.0008,0.0003,0.9989,0.0,0.0,115
T3SE-NP_252378.1,III,0.9656,0.0143,0.0005,0.0004,0.9656,0.0136,0.0056,114
T3SE-NP_252396.1,III,0.5664,0.4143,0.0012,0.0005,0.5664,0.0025,0.0151,171
T6SE-NP_252404.1,VI,0.7135,0.0467,0.0025,0.0732,0.0214,0.1427,0.7135,267
T2SE-NP_252405.1,II,0.7287,0.0549,0.0054,0.7287,0.0083,0.0519,0.1508,568
T3SE-NP_252408.1,III,0.9888,0.003,0.0008,1e-04,0.9888,0.007,0.0003,53
T3SE-NP_252409.2,III,0.526,0.3979,0.0006,0.0007,0.526,0.043,0.0318,141
T3SE-NP_252411.1,III,0.9918,0.0005,1e-04,0.0,0.9918,0.0076,0.0,116
T2SE-NP_252413.1,II,0.9706,0.0177,0.0044,0.9706,0.0011,0.0034,0.0029,498
T3SE-NP_252416.1,III,0.6826,0.2298,0.0027,0.0019,0.6826,0.0314,0.0516,230
T3SE-NP_252421.2,III,0.9806,0.0118,0.0002,0.0003,0.9806,0.0066,0.0005,206
T3SE-YP_008719769.1,III,0.9831,0.0057,1e-04,1e-04,0.9831,0.011,1e-04,118
T3SE-NP_252473.1,III,0.6,0.2681,0.0027,0.0003,0.6,0.1019,0.0271,190
T3SE-NP_252482.1,III,0.9356,0.0008,0.0037,0.0002,0.9356,0.0122,0.0475,110
T3SE-NP_252485.1,III,0.9749,0.0045,0.0054,0.0009,0.9749,0.0028,0.0114,195
T6SE-NP_252508.1,VI,0.6202,0.3152,0.0269,0.0088,0.0016,0.0273,0.6202,182
T3SE-NP_252522.1,III,0.8723,0.108,0.0014,0.0007,0.8723,0.017,0.0006,122
T3SE-NP_252530.1,III,0.9997,0.0,0.0002,1e-04,0.9997,0.0,0.0,453
T3SE-NP_252531.1,III,0.959,0.0177,0.0003,0.0003,0.959,0.0222,0.0005,116
T3SE-NP_252536.1,III,0.9592,0.0277,0.0005,0.0008,0.9592,0.0107,0.0011,156
T6SE-NP_252539.1,VI,0.8157,0.0375,0.007,0.0006,0.1375,0.0016,0.8157,303
T6SE-NP_252555.1,VI,0.9874,0.0005,0.0076,0.0002,0.0036,0.0007,0.9874,764
T6SE-NP_252593.1,VI,0.6307,0.2603,0.098,0.0041,0.0064,0.0005,0.6307,131
T6SE-NP_252594.1,VI,0.4801,0.2148,0.0013,0.0008,0.2989,0.0042,0.4801,175
T6SE-NP_252596.1,VI,0.9176,0.0102,0.0024,0.0002,0.0449,0.0247,0.9176,261
T2SE-NP_252598.1,II,0.7968,0.0901,0.039,0.7968,0.0107,0.0442,0.0191,779
T3SE-NP_252621.1,III,0.7347,0.2104,0.0018,0.0008,0.7347,0.0506,0.0017,324
T3SE-NP_252628.1,III,0.8721,0.1231,0.0007,0.0002,0.8721,0.0027,0.0012,306
T3SE-NP_252649.1,III,0.948,0.0071,0.0029,0.0006,0.948,0.0007,0.0406,135
T6SE-YP_008719773.1,VI,0.5612,0.177,0.0168,0.0039,0.2113,0.0298,0.5612,188
T3SE-NP_252675.1,III,0.9536,0.0335,0.0009,0.0004,0.9536,0.0059,0.0057,143
T3SE-NP_252697.1,III,0.5921,0.376,0.0015,0.0013,0.5921,0.0196,0.0095,407
T6SE-NP_252705.1,VI,0.6666,0.1656,0.0208,0.0994,0.0421,0.0056,0.6666,579
T3SE-YP_008719774.1,III,0.4902,0.3115,0.0014,0.0033,0.4902,0.0077,0.186,527
T3SE-NP_252751.1,III,0.9769,0.0042,0.0004,1e-04,0.9769,0.0098,0.0086,118
T3SE-NP_252760.1,III,0.9043,0.016,0.0003,1e-04,0.9043,0.0026,0.0767,192
T3SE-NP_252763.1,III,0.8623,0.1313,0.0006,0.001,0.8623,0.0022,0.0026,222
T6SE-NP_252770.1,VI,0.4426,0.1845,0.0071,0.284,0.0123,0.0696,0.4426,381
T2SE-NP_252771.1,II,0.5168,0.2759,0.1514,0.5168,0.0097,0.0093,0.0369,1018
T2SE-NP_252775.1,II,0.7745,0.1801,0.0057,0.7745,0.0024,0.0313,0.0061,189
T3SE-NP_252776.1,III,0.9952,0.0008,0.0008,0.0004,0.9952,0.0002,0.0026,274
T6SE-NP_252792.1,VI,0.4271,0.3951,0.0027,0.0007,0.036,0.1385,0.4271,209
T3SE-YP_008719775.1,III,0.6958,0.1586,0.0189,0.0015,0.6958,0.1115,0.0137,73
T3SE-NP_252800.1,III,0.9754,0.0088,1e-04,1e-04,0.9754,0.0149,0.0007,132
T3SE-NP_252808.1,III,0.8524,0.1109,0.0047,0.0021,0.8524,0.0029,0.027,268
T1SE-NP_252828.1,I,0.9918,1e-04,0.9918,0.0047,0.0031,0.0002,1e-04,99
T2SE-NP_252829.1,II,0.5516,0.3682,0.0199,0.5516,0.0358,0.0127,0.0119,597
T1SE-NP_252830.1,I,0.9625,0.0004,0.9625,0.0038,0.0109,0.0035,0.0189,99
T2SE-NP_252864.1,II,0.8726,0.037,0.0121,0.8726,0.0225,0.0222,0.0336,462
T3SE-NP_252906.1,III,0.7282,0.235,0.0007,0.0005,0.7282,0.0311,0.0045,214
T3SE-NP_252983.1,III,0.797,0.119,0.0056,0.0047,0.797,0.0153,0.0584,922
T3SE-NP_252986.1,III,0.5012,0.4244,0.0003,0.0005,0.5012,0.0721,0.0014,275
T2SE-NP_252987.1,II,0.3741,0.3343,0.154,0.3741,0.1016,0.0156,0.0204,556
T3SE-NP_252993.1,III,0.809,0.1839,0.0004,0.0018,0.809,0.0043,0.0006,394
T3SE-YP_008719777.1,III,0.9874,0.0035,0.0004,0.0,0.9874,0.0049,0.0038,70
T3SE-NP_253039.1,III,0.5164,0.4732,0.0012,0.0011,0.5164,0.0012,0.0069,298
T3SE-NP_253047.1,III,0.8672,0.1088,0.0013,0.0014,0.8672,0.0092,0.0121,80
T3SE-YP_008719778.1,III,0.9628,0.0239,0.0002,1e-04,0.9628,0.0116,0.0014,87
T2SE-NP_253074.1,II,0.406,0.2758,0.004,0.406,0.037,0.0182,0.259,228
T3SE-NP_253082.1,III,0.5758,0.4059,0.0011,0.0012,0.5758,0.001,0.0149,127
T3SE-NP_253086.1,III,0.6137,0.3736,0.0009,0.0026,0.6137,0.0066,0.0026,366
T3SE-NP_253158.1,III,0.9269,0.0321,0.0206,0.0076,0.9269,0.0016,0.0112,203
T3SE-NP_253161.1,III,0.5626,0.26,0.0003,0.0002,0.5626,0.1679,0.009,131
T2SE-NP_253177.1,II,0.4984,0.2437,0.0088,0.4984,0.0548,0.0413,0.1529,263
T2SE-NP_253231.1,II,0.5639,0.2642,0.131,0.5639,0.0127,0.0087,0.0194,1417
T2SE-NP_253244.1,II,0.9437,0.0199,0.0192,0.9437,0.0013,0.0066,0.0093,1161
T3SE-NP_253263.1,III,0.9784,0.0082,0.0008,1e-04,0.9784,0.0029,0.0096,101
T3SE-NP_253265.1,III,0.7621,0.2002,0.0007,1e-04,0.7621,0.0088,0.0281,113
T2SE-NP_253280.1,II,0.828,0.094,0.0071,0.828,0.0121,0.0557,0.0031,162
T3SE-NP_253293.1,III,0.812,0.0444,0.0036,0.0003,0.812,0.1097,0.03,126
T2SE-NP_253303.1,II,0.5596,0.3791,0.0036,0.5596,0.0238,0.0193,0.0146,513
T6SE-YP_008719781.1,VI,0.5159,0.3442,0.0267,0.0004,0.0658,0.047,0.5159,95
T2SE-NP_253337.1,II,0.801,0.045,0.0885,0.801,0.0207,0.0061,0.0387,182
T2SE-NP_253338.1,II,0.3608,0.2831,0.1299,0.3608,0.011,0.0445,0.1707,177
T2SE-NP_253339.1,II,0.9093,0.0192,0.0178,0.9093,0.0409,0.0043,0.0085,180
T2SE-NP_253342.1,II,0.8811,0.0181,0.0417,0.8811,0.0248,0.0051,0.0292,315
T3SE-NP_253368.1,III,0.8142,0.0725,0.0009,0.0013,0.8142,0.0606,0.0504,233
T2SE-NP_253370.1,II,0.8227,0.0053,0.1339,0.8227,0.0062,0.0009,0.0309,339
T2SE-NP_253371.1,II,0.5616,0.1879,0.1381,0.5616,0.0038,0.0025,0.1061,348
T3SE-NP_253373.1,III,0.8703,0.0756,0.0005,0.0005,0.8703,0.0386,0.0145,432
T3SE-NP_253374.1,III,0.979,0.0127,0.0004,0.0003,0.979,0.0056,0.0021,231
T3SE-NP_253390.1,III,0.9657,0.0033,0.003,0.0002,0.9657,0.0252,0.0026,115
T3SE-NP_253392.1,III,0.7194,0.081,0.0004,0.0003,0.7194,0.1977,0.0012,265
T2SE-NP_253398.1,II,0.47,0.4402,0.0131,0.47,0.0229,0.0416,0.0123,764
T6SE-NP_253426.1,VI,0.323,0.1492,0.1432,0.0049,0.0696,0.31,0.323,65
T3SE-NP_253463.1,III,0.4439,0.0639,0.0008,0.0002,0.4439,0.2594,0.2318,286
T2SE-NP_253480.1,II,0.4477,0.3645,0.0048,0.4477,0.0843,0.0742,0.0245,311
T3SE-NP_253488.1,III,0.5248,0.4339,0.0165,0.0048,0.5248,0.0096,0.0105,266
T2SE-NP_253500.1,II,0.8737,0.0303,0.0186,0.8737,0.0026,0.0199,0.0549,309
T3SE-NP_253522.1,III,0.6603,0.3299,0.0011,0.0027,0.6603,0.0024,0.0036,433
T3SE-NP_253523.1,III,0.9479,0.0474,1e-04,0.0002,0.9479,0.0036,0.0007,263
T3SE-NP_253528.1,III,0.8058,0.1841,0.0009,0.0013,0.8058,0.007,0.0009,178
T3SE-NP_253531.1,III,0.5258,0.4468,0.0012,0.0071,0.5258,0.0167,0.0024,657
T6SE-NP_253556.1,VI,0.4747,0.1038,0.2789,0.01,0.0027,0.1299,0.4747,405
T3SE-NP_253558.1,III,0.7286,0.2167,0.0006,0.0003,0.7286,0.0413,0.0125,204
T3SE-NP_253604.1,III,0.7979,0.1861,0.0005,0.0005,0.7979,0.0107,0.0043,200
T2SE-NP_253608.1,II,0.8501,0.0765,0.0085,0.8501,0.0384,0.0076,0.019,307
T2SE-NP_253609.1,II,0.4735,0.2892,0.0084,0.4735,0.0078,0.0342,0.187,148
T3SE-NP_253642.1,III,0.6154,0.3737,0.0003,0.0047,0.6154,0.0023,0.0036,503
T6SE-NP_253653.1,VI,0.6518,0.0724,0.0095,0.2257,0.0108,0.0298,0.6518,337
T3SE-NP_253674.1,III,0.6931,0.292,0.0016,0.0016,0.6931,0.0093,0.0024,199
T3SE-NP_253680.1,III,0.7998,0.1342,0.0033,0.0009,0.7998,0.0595,0.0023,306
T3SE-NP_253685.1,III,0.6681,0.3177,0.0007,0.0019,0.6681,0.0083,0.0033,216
T3SE-NP_253693.1,III,0.9688,0.0164,0.0014,0.003,0.9688,0.0031,0.0073,492
T3SE-NP_253694.1,III,0.5955,0.3243,0.0019,0.0046,0.5955,0.0605,0.0133,252
T3SE-NP_253704.1,III,0.5086,0.4621,0.0047,0.008,0.5086,0.0074,0.0092,899
T3SE-NP_253748.1,III,0.3189,0.1769,0.1522,0.0097,0.3189,0.1535,0.1888,138
T3SE-NP_253760.1,III,0.5122,0.401,0.0006,0.0007,0.5122,0.0703,0.0151,153
T6SE-NP_253776.1,VI,0.978,0.0135,0.0045,0.0013,0.0012,0.0016,0.978,745
T6SE-NP_253777.1,VI,0.9973,0.0014,0.001,0.0,0.0003,0.0,0.9973,790
T3SE-NP_253791.1,III,0.6902,0.2489,0.0042,0.0075,0.6902,0.0033,0.0459,196
T2SE-NP_253799.1,II,0.7509,0.1699,0.0077,0.7509,0.0056,0.0613,0.0046,646
T3SE-NP_253831.1,III,0.5929,0.3321,0.0017,0.0006,0.5929,0.069,0.0038,132
T2SE-NP_253878.1,II,0.5424,0.0907,0.0098,0.5424,0.0812,0.0176,0.2583,118
T3SE-NP_253907.1,III,0.923,0.0487,0.0004,0.0003,0.923,0.0262,0.0015,273
T3SE-YP_008719785.1,III,0.6421,0.2954,1e-04,0.0002,0.6421,0.053,0.0093,150
T3SE-NP_253940.1,III,0.6553,0.1638,0.0355,0.0085,0.6553,0.0994,0.0374,352
T6SE-NP_253952.1,VI,0.9993,0.0,1e-04,0.0,0.0005,1e-04,0.9993,1089
T6SE-NP_253953.1,VI,0.9963,0.0025,0.001,1e-04,0.0002,0.0,0.9963,691
T6SE-NP_253954.1,VI,0.9992,0.0002,0.0002,1e-04,0.0003,0.0,0.9992,172
T2SE-NP_253979.1,II,0.5161,0.4205,0.0028,0.5161,0.004,0.0478,0.0088,349
T3SE-NP_253982.1,III,0.7323,0.2439,0.0027,0.0018,0.7323,0.0075,0.0119,558
T3SE-NP_254068.1,III,0.9772,0.0091,1e-04,0.0,0.9772,0.0116,0.002,125
T3SE-NP_254071.1,III,0.6031,0.3816,0.0019,0.002,0.6031,0.0043,0.0071,331
T3SE-NP_254093.1,III,0.5907,0.3866,1e-04,0.0004,0.5907,0.0217,0.0004,110
T3SE-NP_254094.1,III,0.9606,0.0298,0.0005,0.0003,0.9606,0.0067,0.002,96
T3SE-NP_254095.1,III,0.7385,0.1834,0.0007,0.0005,0.7385,0.0442,0.0326,58
T3SE-YP_008719786.1,III,0.4377,0.4066,0.0008,1e-04,0.4377,0.1468,0.008,71
T3SE-NP_254133.1,III,0.5743,0.1956,0.0033,0.0014,0.5743,0.2198,0.0055,67
T3SE-NP_254147.1,III,0.8808,0.0075,0.0007,0.0003,0.8808,0.1096,0.001,70
T3SE-NP_254212.1,III,0.4524,0.3744,0.0006,0.0008,0.4524,0.1689,0.0028,246
T3SE-NP_254214.1,III,0.5811,0.1845,0.0047,0.0011,0.5811,0.1885,0.0402,133
T3SE-NP_254221.1,III,0.8336,0.1239,0.0028,0.0068,0.8336,0.0205,0.0123,213
