name,system,score,NonEffector.prob,T1SE.prob,T2SE.prob,T3SE.prob,T4SE.prob,T6SE.prob,length
T1SE-WP_011104500.1,I,0.9981,1e-04,0.9981,0.0012,0.0003,1e-04,1e-04,475
T3SE-WP_007246043.1,III,0.7995,0.0052,0.0009,0.0004,0.7995,0.1936,0.0004,195
T6SE-WP_011104523.1,VI,0.9953,0.0016,0.0002,0.0,0.0025,0.0004,0.9953,347
T6SE-WP_057443159.1,VI,0.9889,0.0029,0.0011,0.0002,0.0067,0.0002,0.9889,281
T6SE-WP_011104526.1,VI,0.6543,0.2693,0.0556,0.0044,0.0074,0.009,0.6543,916
T3SE-WP_011104527.1,III,0.878,0.0649,0.0029,0.0006,0.878,0.0091,0.0445,100
T6SE-WP_007247634.1,VI,0.9937,0.0008,0.0009,0.0002,0.0044,1e-04,0.9937,169
T6SE-WP_011104528.1,VI,0.3877,0.2685,0.1354,0.0298,0.1782,0.0004,0.3877,387
T6SE-WP_004407132.1,VI,0.7567,0.1197,0.007,0.001,0.11,0.0055,0.7567,180
T3SE-WP_007244786.1,III,0.9887,0.0004,0.0027,0.0002,0.9887,0.0008,0.0072,92
T6SE-WP_007244787.1,VI,0.9919,1e-04,0.0053,0.0003,0.0024,1e-04,0.9919,187
T6SE-WP_011104532.1,VI,0.9222,0.0431,0.0016,0.0012,0.0302,0.0017,0.9222,175
T6SE-WP_007244789.1,VI,0.5236,0.4651,0.0017,0.0018,0.0015,0.0063,0.5236,218
T6SE-WP_007244790.1,VI,0.7279,0.0012,0.0184,0.0015,0.2508,0.0003,0.7279,104
T6SE-WP_011104533.1,VI,0.8175,0.0875,0.0584,0.017,0.0191,0.0006,0.8175,331
T6SE-WP_011104534.1,VI,0.7563,0.0264,0.1239,0.0156,0.0763,0.0015,0.7563,114
T3SE-WP_162839069.1,III,0.9667,0.0154,0.0103,0.0005,0.9667,0.0067,0.0005,58
T6SE-WP_046463563.1,VI,0.9805,0.003,0.0052,0.0032,0.0052,0.0028,0.9805,494
T3SE-WP_226992641.1,III,0.955,0.0121,0.0044,0.0003,0.955,0.0041,0.024,74
T6SE-WP_011104580.1,VI,0.9976,0.0014,0.0007,1e-04,1e-04,0.0,0.9976,675
T6SE-WP_011104583.1,VI,0.9957,0.0006,0.0016,0.0004,0.0009,0.0009,0.9957,758
T3SE-WP_005765020.1,III,0.6361,0.3064,0.0023,0.0075,0.6361,0.0356,0.0121,269
T3SE-WP_007245353.1,III,0.932,0.0612,0.0003,0.0015,0.932,0.0039,0.001,156
T3SE-WP_003315798.1,III,0.8762,0.1104,0.0006,0.0004,0.8762,0.0037,0.0087,77
T3SE-WP_005765119.1,III,0.9856,0.0023,0.0005,1e-04,0.9856,0.0028,0.0088,103
T3SE-WP_005765147.1,III,0.499,0.2453,0.0029,0.0027,0.499,0.0486,0.2016,725
T3SE-WP_005765153.1,III,0.7853,0.0784,0.0206,0.0034,0.7853,0.0807,0.0316,309
T3SE-WP_011104612.1,III,0.5877,0.3668,0.0021,0.0057,0.5877,0.0357,0.0021,466
T3SE-WP_005765163.1,III,0.979,0.0128,0.0002,1e-04,0.979,0.0077,0.0004,86
T6SE-WP_005765174.1,VI,0.4572,0.3034,0.0028,0.0033,0.227,0.0062,0.4572,173
T3SE-WP_046463492.1,III,0.8652,0.109,0.0021,0.002,0.8652,0.0189,0.0028,241
T6SE-WP_003378216.1,VI,0.6623,0.0061,0.2043,0.0812,0.0402,0.006,0.6623,222
T6SE-WP_046463357.1,VI,0.9554,0.0187,0.0057,0.0024,0.0051,0.0127,0.9554,128
T3SE-WP_046463732.1,III,0.831,0.1482,0.0057,0.0088,0.831,0.0041,0.0021,549
T6SE-WP_149032137.1,VI,0.6917,0.1715,0.0005,0.0007,0.0286,0.1069,0.6917,212
T6SE-WP_005770800.1,VI,0.7549,0.1174,0.0026,0.0015,0.0077,0.116,0.7549,286
T3SE-WP_011104687.1,III,0.9206,0.0027,0.0018,0.0005,0.9206,0.0009,0.0735,1743
T3SE-WP_003376227.1,III,0.6005,0.0743,0.0235,0.0008,0.6005,0.0095,0.2913,71
T6SE-WP_011104705.1,VI,0.8151,0.1437,0.036,0.0018,0.002,0.0014,0.8151,386
T3SE-WP_044392753.1,III,0.985,0.001,0.0049,0.0003,0.985,0.0022,0.0066,119
T3SE-WP_046463335.1,III,0.9444,0.0004,0.0066,0.0006,0.9444,0.0461,0.0019,94
T6SE-WP_011104714.1,VI,0.974,0.0107,0.0071,0.0002,0.0076,0.0004,0.974,194
T3SE-WP_011104723.1,III,0.943,0.0057,0.0009,0.0002,0.943,0.0333,0.0169,218
T3SE-WP_005769102.1,III,0.7771,0.1901,0.0004,0.0006,0.7771,0.0296,0.0022,217
T6SE-WP_005770647.1,VI,0.9959,0.0027,0.0009,1e-04,0.0003,0.0,0.9959,675
T6SE-WP_011104751.1,VI,0.9979,0.0,1e-04,0.0,0.0019,0.0,0.9979,1104
T6SE-WP_044392855.1,VI,0.6752,0.0988,0.0009,0.0006,0.0076,0.2169,0.6752,295
T6SE-WP_011104753.1,VI,0.6482,0.0983,0.0008,0.0007,0.0113,0.2408,0.6482,299
T3SE-WP_007245822.1,III,0.6492,0.0594,0.0005,0.0003,0.6492,0.2846,0.006,177
T3SE-WP_005770456.1,III,0.9168,0.0778,0.0002,0.0002,0.9168,0.0032,0.0019,123
T3SE-WP_005770454.1,III,0.7189,0.1805,0.0146,0.0022,0.7189,0.0242,0.0596,113
T3SE-WP_005770448.1,III,0.4736,0.0598,0.0032,0.0006,0.4736,0.4076,0.0551,471
T6SE-WP_007245786.1,VI,0.3511,0.2098,0.0449,0.0013,0.1287,0.2642,0.3511,72
T3SE-WP_011104791.1,III,0.7232,0.0932,0.0049,0.0009,0.7232,0.1678,0.0101,118
T6SE-WP_011104792.1,VI,0.9068,0.0036,0.0844,0.0033,0.0019,0.0,0.9068,332
T6SE-WP_226992645.1,VI,0.6277,0.001,0.2007,0.0213,0.1488,0.0005,0.6277,107
T6SE-WP_159229463.1,VI,0.9255,0.0474,0.0226,0.0024,0.0012,0.0008,0.9255,921
T6SE-WP_011104794.1,VI,0.4843,0.0022,0.2209,0.0655,0.2241,0.0029,0.4843,200
T3SE-WP_011104795.1,III,0.9728,0.0072,0.0006,0.0002,0.9728,0.0105,0.0086,225
T3SE-WP_011104796.1,III,0.9925,0.0023,0.0006,1e-04,0.9925,0.004,0.0005,66
T3SE-WP_193383849.1,III,0.3745,0.31,0.0045,0.0003,0.3745,0.3038,0.0068,111
T6SE-WP_007245782.1,VI,0.5152,0.4125,0.0007,0.0296,0.0206,0.0214,0.5152,372
T6SE-WP_162491828.1,VI,0.6365,0.0085,0.1066,0.0164,0.223,0.009,0.6365,588
T6SE-WP_004667445.1,VI,0.716,0.2206,0.0236,0.0012,0.0294,0.0091,0.716,73
T3SE-WP_011104821.1,III,0.4752,0.1286,0.0075,0.015,0.4752,0.0202,0.3535,362
T3SE-WP_011104823.1,III,0.9993,0.0,0.0,0.0,0.9993,0.0006,1e-04,164
T6SE-WP_005767199.1,VI,0.998,0.0004,0.0009,0.0,0.0006,0.0,0.998,323
T6SE-WP_032710640.1,VI,0.9768,0.0097,0.0009,0.0005,0.012,1e-04,0.9768,232
T6SE-WP_005767203.1,VI,0.9955,1e-04,0.0003,1e-04,0.004,0.0,0.9955,178
T6SE-WP_005767207.1,VI,0.793,0.0457,0.0905,0.0452,0.0252,0.0004,0.793,808
T3SE-WP_011104825.1,III,0.9353,0.0101,0.0038,0.0002,0.9353,0.0438,0.0068,135
T3SE-WP_011104826.1,III,0.5205,0.3199,0.0047,0.0022,0.5205,0.0735,0.0792,76
T6SE-WP_011104828.1,VI,0.7404,0.0366,0.0376,0.0007,0.1644,0.0203,0.7404,94
T3SE-WP_011104831.1,III,0.6268,0.3372,0.001,0.0002,0.6268,0.0241,0.0107,68
T3SE-WP_011104832.1,III,0.9961,0.0017,1e-04,1e-04,0.9961,0.0019,1e-04,179
T3SE-WP_080946640.1,III,0.9984,0.0004,0.0004,0.0,0.9984,0.0005,0.0003,90
T6SE-WP_011104840.1,VI,0.936,0.0045,0.0508,0.0031,0.005,0.0006,0.936,1093
T6SE-WP_011104841.1,VI,0.9854,0.0105,0.0003,0.0,0.0033,0.0005,0.9854,132
T6SE-WP_007244232.1,VI,0.9911,1e-04,0.0024,0.0003,0.006,1e-04,0.9911,200
T6SE-WP_011104842.1,VI,0.987,0.0003,0.0064,0.0013,0.005,0.0,0.987,194
T6SE-WP_046463589.1,VI,0.4357,0.2744,0.0026,0.0007,0.1424,0.1442,0.4357,157
T6SE-WP_226992704.1,VI,0.9336,0.0009,0.0194,0.006,0.0397,0.0003,0.9336,279
T6SE-WP_011104849.1,VI,0.8173,0.0502,0.0125,0.0016,0.049,0.0695,0.8173,288
T6SE-WP_057443240.1,VI,0.9484,0.0243,0.0032,0.0004,0.0117,0.0119,0.9484,355
T6SE-WP_011104853.1,VI,0.7898,0.0558,0.0071,0.0009,0.0174,0.129,0.7898,195
T1SE-WP_011104868.1,I,0.997,0.0002,0.997,0.0016,1e-04,0.0007,0.0005,1610
T6SE-WP_011104869.1,VI,0.9905,0.0003,0.0023,0.0004,0.0064,0.0002,0.9905,1634
T3SE-WP_011104876.1,III,0.9925,0.0,0.0054,0.0018,0.9925,0.0002,0.0,555
T3SE-WP_011104877.1,III,0.9974,0.0004,0.0014,0.0005,0.9974,0.0002,0.0,116
T3SE-WP_005764940.1,III,0.4789,0.3319,0.0029,0.0009,0.4789,0.1804,0.0049,101
T1SE-WP_003381534.1,I,0.7752,0.0007,0.7752,0.0092,0.2137,0.0004,0.0008,72
T3SE-WP_010203608.1,III,0.7498,0.1875,0.0028,0.0012,0.7498,0.0558,0.0029,60
T3SE-WP_005764857.1,III,0.8793,0.0405,0.0022,0.0011,0.8793,0.0735,0.0034,175
T3SE-WP_011104890.1,III,0.8226,0.0958,1e-04,1e-04,0.8226,0.0811,0.0002,91
T3SE-WP_011104900.1,III,0.9979,1e-04,0.0012,0.0003,0.9979,0.0004,0.0,226
T3SE-WP_011104901.1,III,0.9994,0.0,1e-04,1e-04,0.9994,0.0003,0.0,237
T3SE-WP_011104902.1,III,0.999,0.0,0.0002,1e-04,0.999,0.0006,0.0,229
T3SE-WP_005764729.1,III,0.9787,0.006,0.0024,0.0011,0.9787,0.0004,0.0114,241
T3SE-WP_005764727.1,III,0.9562,0.0026,0.0037,0.0015,0.9562,0.0002,0.0359,205
T3SE-WP_011104919.1,III,0.797,0.0,0.003,0.0009,0.797,0.0023,0.1968,1111
T6SE-WP_155490816.1,VI,0.7277,0.1826,0.0152,0.0004,0.0683,0.0057,0.7277,55
T6SE-WP_226992649.1,VI,0.6481,0.2444,0.0176,0.0014,0.0055,0.083,0.6481,128
T3SE-WP_155490796.1,III,0.8892,0.0655,0.0123,0.0048,0.8892,0.0114,0.0168,48
T6SE-WP_011104945.1,VI,0.8429,0.012,0.0014,0.0004,0.1282,0.015,0.8429,407
T3SE-WP_046463676.1,III,0.6496,0.0059,0.0019,0.001,0.6496,0.1491,0.1925,338
T6SE-WP_003381648.1,VI,0.4775,0.0399,0.0155,0.0024,0.4181,0.0466,0.4775,79
T3SE-WP_011104953.1,III,0.5328,0.1006,0.0009,0.0011,0.5328,0.006,0.3586,377
T3SE-WP_005768677.1,III,0.9884,0.001,0.002,1e-04,0.9884,0.0077,0.0008,69
T3SE-WP_011104966.1,III,0.9982,0.0,0.0007,0.0004,0.9982,0.0005,1e-04,211
T6SE-WP_011104970.1,VI,0.9344,0.0566,0.0027,0.0028,0.0029,0.0006,0.9344,940
T3SE-WP_226992651.1,III,0.7784,0.0689,0.0013,0.0005,0.7784,0.1472,0.0037,350
T6SE-WP_011104971.1,VI,0.868,0.0928,0.0107,0.0038,0.0227,0.0019,0.868,1615
T6SE-WP_011104972.1,VI,0.9411,0.0314,0.0123,0.0044,0.0106,0.0002,0.9411,1446
T6SE-WP_011104973.1,VI,0.9661,0.029,0.0034,0.0009,0.0004,0.0002,0.9661,886
T6SE-WP_005768639.1,VI,0.8173,0.0034,0.0413,0.0004,0.1316,0.0059,0.8173,71
T3SE-WP_005768582.1,III,0.5463,0.4332,0.0015,0.0021,0.5463,0.0011,0.0158,118
T6SE-WP_011104993.1,VI,0.9936,0.005,0.0011,0.0,1e-04,1e-04,0.9936,763
T6SE-WP_011104994.1,VI,0.9937,1e-04,0.0014,1e-04,0.003,0.0018,0.9937,523
T6SE-WP_046463424.1,VI,0.796,0.1644,0.0055,0.0095,0.0089,0.0157,0.796,313
T6SE-WP_226992653.1,VI,0.9983,0.0003,0.0005,0.0,1e-04,0.0007,0.9983,470
T6SE-WP_046463425.1,VI,0.9224,0.0546,0.0033,0.0047,0.0094,0.0056,0.9224,313
T3SE-WP_011105010.1,III,0.6761,0.1331,0.0932,0.0252,0.6761,0.0203,0.0521,203
T3SE-WP_011105012.1,III,0.5717,0.4159,1e-04,0.0003,0.5717,0.006,0.0059,131
T3SE-WP_011105033.1,III,0.8302,0.1359,0.0043,0.0018,0.8302,0.0183,0.0096,783
T3SE-WP_007243742.1,III,0.537,0.3856,0.0012,0.0005,0.537,0.0547,0.021,66
T6SE-WP_044393109.1,VI,0.9892,0.0035,0.0023,0.0003,0.0045,0.0002,0.9892,518
T3SE-WP_011105062.1,III,0.6294,0.0013,0.0052,0.0005,0.6294,0.0143,0.3493,337
T3SE-WP_011105063.1,III,0.9101,0.0006,0.0051,0.0014,0.9101,0.0013,0.0815,399
T3SE-WP_011105066.1,III,0.3903,0.3628,0.0292,0.1008,0.3903,0.0729,0.0439,827
T3SE-WP_002555214.1,III,0.8259,0.017,0.0004,1e-04,0.8259,0.1559,0.0007,80
T3SE-WP_007243764.1,III,0.9657,0.0178,0.0006,0.0002,0.9657,0.0117,0.0041,102
T3SE-WP_024666223.1,III,0.9595,0.0306,0.0009,0.0002,0.9595,0.0012,0.0076,98
T3SE-WP_011105070.1,III,0.9634,0.0195,0.001,0.0002,0.9634,0.0129,0.0031,177
T3SE-WP_007243769.1,III,0.9929,0.0027,1e-04,1e-04,0.9929,0.0039,0.0004,157
T3SE-WP_007243772.1,III,0.9941,0.0005,0.0015,0.0002,0.9941,0.0033,0.0003,389
T3SE-WP_011105072.1,III,0.9998,0.0,1e-04,1e-04,0.9998,0.0,0.0,298
T3SE-WP_011105074.1,III,0.9993,0.0,0.0004,0.0002,0.9993,0.0002,0.0,118
T3SE-WP_005770157.1,III,0.9913,0.0015,1e-04,1e-04,0.9913,0.0069,0.0002,157
T3SE-WP_003425025.1,III,0.5583,0.0665,0.016,0.0015,0.5583,0.1035,0.2543,74
T3SE-WP_057443232.1,III,0.8856,0.0431,0.0014,0.0004,0.8856,0.0656,0.0039,83
T6SE-WP_011105093.1,VI,0.9099,0.0465,0.0333,0.0017,0.0059,0.0027,0.9099,177
T6SE-WP_011105094.1,VI,0.4935,0.149,0.0417,0.0256,0.1006,0.1896,0.4935,237
T3SE-WP_011105120.1,III,0.8838,0.109,0.001,0.0009,0.8838,0.0005,0.0048,177
T3SE-WP_005894402.1,III,0.5401,0.4335,0.0009,0.0009,0.5401,0.0213,0.0033,147
T3SE-WP_011105124.1,III,0.999,0.0,0.0003,0.0004,0.999,0.0003,0.0,632
T3SE-WP_005906196.1,III,0.9989,0.0,0.0007,0.0002,0.9989,0.0002,0.0,83
T3SE-WP_005888850.1,III,0.6396,0.3119,0.0003,0.0011,0.6396,0.0465,0.0006,282
T3SE-WP_005888847.1,III,0.4896,0.3138,0.0004,0.0002,0.4896,0.1784,0.0176,140
T6SE-WP_011105131.1,VI,0.5268,0.2414,0.0119,0.0007,0.118,0.1012,0.5268,165
T6SE-WP_024691293.1,VI,0.894,0.079,0.0047,0.0005,0.0106,0.0111,0.894,83
T3SE-WP_005888840.1,III,0.4443,0.0126,0.0045,0.0013,0.4443,0.0995,0.4378,139
T3SE-WP_024691294.1,III,0.8953,0.0003,0.0046,0.0006,0.8953,0.0965,0.0027,457
T6SE-WP_005904445.1,VI,0.7385,0.1421,0.1144,0.0012,0.0026,0.0013,0.7385,55
T3SE-WP_226992657.1,III,0.9961,0.0,1e-04,0.0,0.9961,0.0037,1e-04,415
T3SE-WP_007251972.1,III,0.9484,0.0082,1e-04,0.0002,0.9484,0.043,0.0002,130
T3SE-WP_005888834.1,III,0.9975,1e-04,0.0003,1e-04,0.9975,0.0018,0.0003,510
T3SE-WP_011105137.1,III,0.9995,0.0,1e-04,1e-04,0.9995,0.0004,0.0,493
T3SE-WP_011105151.1,III,0.464,0.1134,0.0018,0.0004,0.464,0.3878,0.0327,321
T3SE-WP_046463611.1,III,0.961,0.0025,0.0003,1e-04,0.961,0.0349,0.0012,78
T6SE-WP_046463555.1,VI,0.7692,0.1493,0.0034,0.003,0.0437,0.0314,0.7692,344
T3SE-WP_005763320.1,III,0.9183,0.0045,0.0016,0.0004,0.9183,0.044,0.0311,488
T3SE-WP_011105173.1,III,0.6889,0.2537,0.0055,0.0063,0.6889,0.0405,0.0052,179
T3SE-WP_174518819.1,III,0.6573,0.0369,0.017,0.0006,0.6573,0.2636,0.0245,178
T3SE-WP_011105188.1,III,0.5414,0.1582,0.0009,1e-04,0.5414,0.2951,0.0043,116
T3SE-WP_007244663.1,III,0.5772,0.4138,0.001,0.0022,0.5772,0.0051,0.0007,180
T3SE-WP_005763193.1,III,0.5506,0.2869,0.0003,0.0003,0.5506,0.1617,0.0003,135
T3SE-WP_007244656.1,III,0.5544,0.4361,0.0005,0.0021,0.5544,0.0043,0.0026,396
T3SE-WP_011105211.1,III,0.9529,0.0048,0.0006,0.0002,0.9529,0.0375,0.004,211
T3SE-WP_011105212.1,III,0.9255,0.0489,1e-04,1e-04,0.9255,0.0246,0.0008,211
T6SE-WP_044391804.1,VI,0.5679,0.0004,0.0115,0.0012,0.4134,0.0057,0.5679,275
T3SE-WP_005763125.1,III,0.6001,0.074,0.0089,0.0014,0.6001,0.3148,0.0009,53
T6SE-WP_046463546.1,VI,0.5013,1e-04,0.0077,0.0015,0.487,0.0025,0.5013,1156
T3SE-WP_005763080.1,III,0.7701,0.0009,0.0153,0.0012,0.7701,0.1973,0.0152,77
T6SE-WP_011105235.1,VI,0.4894,1e-04,0.0024,0.0007,0.4822,0.025,0.4894,914
T6SE-WP_046463655.1,VI,0.6768,0.1593,0.0094,0.1086,0.0166,0.0293,0.6768,329
T6SE-WP_011105250.1,VI,0.7313,0.0668,0.1224,0.0034,0.0077,0.0684,0.7313,220
T6SE-WP_226992663.1,VI,0.9886,0.0018,0.0014,0.0,0.0059,0.0022,0.9886,183
T6SE-WP_161797791.1,VI,0.9471,0.0013,0.0108,0.0011,0.031,0.0088,0.9471,1657
T3SE-WP_005762975.1,III,0.5776,0.3953,0.0014,0.0044,0.5776,0.0085,0.0127,212
T3SE-WP_011105266.1,III,0.8849,0.0813,0.0014,0.0053,0.8849,0.0212,0.0059,481
T3SE-WP_005762965.1,III,0.4788,0.4577,0.0022,0.0046,0.4788,0.0448,0.0119,253
T6SE-WP_005762942.1,VI,0.6027,0.0074,0.2471,0.1293,0.0029,0.0106,0.6027,223
T6SE-WP_011105273.1,VI,0.9991,0.0,0.0004,1e-04,0.0004,0.0,0.9991,873
T6SE-WP_011105274.1,VI,0.994,1e-04,0.0025,0.0006,0.0024,0.0004,0.994,1042
T6SE-WP_011105290.1,VI,0.9997,0.0,1e-04,0.0,1e-04,0.0,0.9997,674
T3SE-WP_003378783.1,III,0.4898,0.4641,0.0017,0.0003,0.4898,0.0196,0.0246,99
T6SE-WP_005765431.1,VI,0.8317,0.1522,0.0112,0.0005,0.0035,0.0009,0.8317,130
T3SE-WP_011105321.1,III,0.5228,0.313,0.0037,0.0063,0.5228,0.0269,0.1274,214
T6SE-WP_044390498.1,VI,0.9962,1e-04,0.0016,1e-04,0.0011,0.0009,0.9962,1082
T6SE-WP_005765571.1,VI,0.6417,0.0404,0.2122,0.0084,0.0591,0.0381,0.6417,239
T6SE-WP_046463879.1,VI,0.9048,0.0499,0.0206,0.0018,0.0101,0.0128,0.9048,262
T6SE-WP_011105366.1,VI,0.9987,0.0006,0.0004,1e-04,1e-04,0.0002,0.9987,359
T6SE-WP_226992664.1,VI,0.9603,0.0237,0.0082,0.0023,0.0009,0.0046,0.9603,588
T6SE-WP_226992665.1,VI,0.8971,0.0498,0.0446,0.0027,0.0035,0.0024,0.8971,331
T6SE-WP_226992666.1,VI,0.7814,0.1453,0.0638,0.0038,0.0024,0.0033,0.7814,347
T3SE-WP_005765610.1,III,0.8854,0.0991,0.0013,0.0016,0.8854,0.0115,0.001,316
T6SE-WP_011105384.1,VI,0.9911,0.0031,0.0044,0.0002,0.0005,0.0007,0.9911,655
T3SE-WP_011105393.1,III,0.6081,0.0464,0.0008,0.0004,0.6081,0.344,0.0004,216
T6SE-WP_011105419.1,VI,0.9323,0.06,0.0036,0.0009,0.0005,0.0027,0.9323,380
T6SE-WP_046463716.1,VI,0.3583,0.1447,0.1237,0.0448,0.2587,0.0699,0.3583,608
T6SE-WP_052746252.1,VI,0.6258,0.047,0.0076,0.0012,0.3108,0.0076,0.6258,506
T3SE-WP_161797794.1,III,0.6102,0.2732,0.0004,0.0006,0.6102,0.1127,0.0028,131
T3SE-WP_011105440.1,III,0.9995,0.0,1e-04,1e-04,0.9995,0.0003,0.0,380
T3SE-WP_005737150.1,III,0.5182,0.2041,0.0049,0.0018,0.5182,0.2491,0.0219,161
T3SE-WP_005767187.1,III,0.534,0.384,0.0016,0.001,0.534,0.0237,0.0557,104
T3SE-WP_046463721.1,III,0.9009,0.0082,0.0021,0.0002,0.9009,0.0801,0.0085,136
T3SE-WP_011105459.1,III,0.3768,0.2841,0.0376,0.0173,0.3768,0.2272,0.057,113
T3SE-WP_011105460.1,III,0.9997,0.0,0.0002,1e-04,0.9997,0.0,0.0,245
T3SE-WP_002551444.1,III,0.4643,0.3852,0.0039,0.0034,0.4643,0.1408,0.0023,79
T3SE-WP_226992669.1,III,0.9338,0.0396,0.0011,0.0003,0.9338,0.0214,0.0038,64
T6SE-WP_005769871.1,VI,0.7713,0.1705,0.0172,0.003,0.0208,0.0172,0.7713,146
T6SE-WP_226992670.1,VI,0.9986,0.0003,0.0005,1e-04,1e-04,0.0004,0.9986,1090
T6SE-WP_011105476.1,VI,0.9935,0.0055,0.0008,0.0,0.0,1e-04,0.9935,678
T3SE-WP_046464012.1,III,0.9362,0.0363,0.0022,0.0039,0.9362,0.0039,0.0175,335
T3SE-WP_011105490.1,III,0.5888,0.1291,0.0256,0.0021,0.5888,0.2194,0.035,312
T6SE-WP_003413692.1,VI,0.9395,0.0339,0.0231,0.0008,0.0022,0.0005,0.9395,174
T6SE-WP_011105493.1,VI,0.5077,0.2484,0.0008,0.0004,0.1942,0.0484,0.5077,168
T6SE-WP_011105495.1,VI,0.9992,0.0002,0.0002,1e-04,0.0003,0.0,0.9992,172
T6SE-WP_011105496.1,VI,0.9926,0.0065,0.0008,1e-04,1e-04,0.0,0.9926,680
T6SE-WP_011105498.1,VI,0.9892,0.0091,0.001,0.0002,1e-04,0.0003,0.9892,1572
T3SE-WP_010203159.1,III,0.9138,0.0542,0.0013,0.0003,0.9138,0.0201,0.0104,110
T3SE-WP_011105510.1,III,0.7992,0.1193,0.0018,0.0011,0.7992,0.0574,0.0212,158
T3SE-WP_003383123.1,III,0.4808,0.1277,0.0037,0.0018,0.4808,0.3812,0.0047,71
T3SE-WP_011105522.1,III,0.8319,0.0,0.0046,0.002,0.8319,0.0009,0.1607,1550
T3SE-WP_005768325.1,III,0.3892,0.3782,0.0007,1e-04,0.3892,0.222,0.0097,61
T1SE-WP_005768323.1,I,0.7604,0.0003,0.7604,0.0088,0.0503,0.0013,0.1789,103
T3SE-WP_005768309.1,III,0.4711,0.4433,0.0047,0.0235,0.4711,0.0062,0.0512,216
T6SE-WP_003378280.1,VI,0.4981,0.1353,0.0137,0.0015,0.1249,0.2266,0.4981,74
T6SE-WP_080946619.1,VI,0.6981,0.1901,0.0182,0.0379,0.0478,0.008,0.6981,319
